Size,ICAO,IATA,City,Name,Max Runway,Lat,Long
Small,YEMG,,,Eromanga Airport,,-26.7,143.267
Small,YGGL,,,Glen Garland Airport,,-14.867,143.283
Small,,,,Moonambel Airfield,,-36.972,143.286
Small,YCHL,,,Charlton Airport,,-36.25,143.3
Small,YSTO,,,Stonehenge Airport,3000 ft,-24.358,143.3
Medium,YLHR,IRG,,LOCKHART RIVER,4919 ft,-12.787,143.305
Small,YRAG,,,Raglan Airport,,-37.377,143.306
Small,YMMT,,,Mount Margaret Airport,,-26.933,143.317
Small,YCWN,,,Corowa Downs Airport,,-26.467,143.35
Small,YLSM,,,Lismore Airport,,-37.933,143.35
Small,YWCA,WIO,,WILCANNIA,3701 ft,-31.526,143.375
Small,YBOD,,,Bodalla Airport,,-26.3,143.383
Small,YSLN,,,Strathleven Airport,,-15.898,143.383
Small,YATR,,,Amphitheatre Airport,,-37.183,143.4
Small,YTRC,,,Tarcombe Airport,,-24.083,143.4
Small,YBFT,,,Beaufort,,-37.495,143.43
Small,,,,Trawalla Airport,,-37.439,143.459
Small,YTHY,TYG,,Thylungra Airport,,-26.083,143.467
Small,YBWM,BIP,,Bulimba Airport,,-16.881,143.479
Small,YWED,,,Wedderburn Airport,,-36.433,143.483
Small,YKLN,,,Killarney Airport,,-15.4,143.5
Small,YMGV,,,Musgrave Airport,,-14.783,143.5
Small,YQBK,,,Quambatook Airport,,-35.862,143.51
Small,YCTY,,,Cape Otway Airport,,-38.86,143.515
Small,YLRN,,,Lorraine Station Airport,,-22.533,143.517
Small,YGTN,GTT,,GEORGETOWN,3799 ft,-18.305,143.53
Medium,YSWH,SWH,,SWAN HILL,4905 ft,-35.376,143.533
Small,YBTD,,,Brighton Downs Airport,,-23.35,143.533
Small,YPIN,,,Pinnacle Airport,,-15.667,143.55
Small,YFSA,,,Forsayth Airport,,-18.585,143.569
Medium,YBRN,BZD,,BALRANALD,3888 ft,-34.624,143.578
Small,YDNK,,,Darnick Airport,,-32.883,143.583
Small,YNOO,,,Nooyeah Downs Airport,,-28.05,143.583
Small,YVVL,,,Violet Vale Airport,,-14.733,143.583
Small,YDAG,,,Dagworth Airport,,-17.942,143.588
Small,YAPO,,,Apollo Bay Airport,,-38.775,143.661
Small,YGAM,GBP,,Gamboola Airport,,-16.55,143.667
Small,YLLV,,,Lily Vale Airport,,-14.483,143.667
Small,YTVA,,,Talavera Airport,,-19.217,143.667
Small,YWNS,,,Wandsworth Airport,,-25.05,143.667
Small,YOLA,XCO,,Colac Airport,,-38.287,143.68
Small,YDLL,,,Dunolly Airport,,-36.85,143.7
Small,YNVL,,,Normanville Airport,,-35.783,143.7
Small,YNVR,,,Navarra Airport,,-24.85,143.7
Small,YMBU,,,MARYBOROUGH,3414 ft,-37.033,143.709
Small,YROB,ROH,,Robinhood Airport,,-18.845,143.71
Small,YRKE,,,Kuruc-A-Ruc South Airport,,-37.9,143.717
Small,YBBT,,,Boort Airport,,-36.137,143.727
Small,YMYY,,,Mary Valley Airport,,-15.05,143.75
Closed,YYWE,,,Yarrowee Airport,,-37.74,143.753
Small,YBGT,,,Budgerygar Airport,,-25.37,143.773
Small,YBLT,,,BALLARAT,4150 ft,-37.512,143.791
Small,YBUX,,,Bulleringa Airport,,-17.65,143.8
Small,YLLR,,,Lake Leagur Airport,,-35.983,143.8
Medium,YTGM,XTG,,THARGOMINDAH,4800 ft,-27.986,143.811
Small,YKLG,,,Kalinga Airport,,-15.2,143.85
Medium,YKII,KNS,,KING ISLAND,5198 ft,-39.877,143.878
Small,YMNO,,,Maneroo Airport,,-23.367,143.883
Small,YTII,,,Trinidad Airport,,-25.6,143.917
Medium,YKER,KRA,,KERANG,3501 ft,-35.751,143.939
Small,YCLA,,,Clare Station Airport,,-33.407,143.94
Small,YBGR,,,Bridgewater Airport,,-36.617,143.95
Small,YWMP,WPK,,Wrotham Park Airport,,-16.658,144.002
Closed,YEDH,,,Meredith Airport,,-37.883,144.083
Small,YLED,,,Lethbridge Park Airport,,-37.919,144.101
Small,YPYD,,,Pyramid Hill Airport,,-36.067,144.133
Small,YPRA,,,Prairie Airport,,-36.307,144.139
Small,YOIT,,,Orielton Airport,,-22.067,144.15
Small,YCAL,,,Castlemaine Airport,,-37.133,144.167
Small,YWAG,,,Wanaaring Airport,,-29.717,144.167
Small,YKID,,,Kidston Airport,3000 ft,-18.87,144.173
Small,YBWR,,,Bolwarra Airport,,-17.4,144.183
Small,YWOV,,,Woodvale Airport,,-36.633,144.183
Small,YCOH,,,Cohuna Airport,,-35.817,144.2
Small,YKPR,,,Kalpowar Airport,,-14.9,144.2
Small,YLFD,,,Lakefield Airport,,-14.933,144.2
Small,YHUG,HGD,,HUGHENDEN,5394 ft,-20.815,144.225
Medium,YQLP,ULP,,QUILPIE,4898 ft,-26.612,144.253
Small,YCES,,,Ceres Airport,,-38.148,144.258
Small,YJWB,,,Jowalbinna Airport,,-15.733,144.267
Small,YALH,,,Albilbah Airport,,-24.7,144.283
Small,YRWH,,,Ravensworth Airport,,-34.633,144.283
Small,YMSP,,,Mount Surprise Airport,,-18.126,144.285
Small,YIVO,,,IVANHOE,4088 ft,-32.883,144.31
Small,YCPN,,,Carpentaria Downs Airport,,-18.717,144.317
Small,YBDG,BXG,,BENDIGO,3724 ft,-36.739,144.33
Small,YLVB,,,Lovely Banks Airport,,-38.033,144.333
Small,YNOR,,,Norwood Airport,,-34.25,144.333
Small,YGLG,GEX,,Geelong Airport,,-38.225,144.333
Small,YDNV,,,Dynevor Downs Airport,,-28.1,144.35
Small,YLRS,LUT,,New Laura Airport,,-15.183,144.367
Small,YGBW,,,Gunbower Airport,,-35.967,144.383
Small,YGGS,,,Gregory Springs Airport,,-19.717,144.383
Small,YJNY,,,Jonroy Airport,,-16.5,144.4
Small,YBSS,,,Bacchus Marsh Airport,,-37.733,144.422
Small,YISF,ISI,,ISISFORD,4498 ft,-24.258,144.425
Small,YBRS,,,Barwon Heads Airport,,-38.258,144.428
Small,TCYT,,,Crystal Brook Airport,,-17.45,144.45
Small,YCYT,,,Crystal Brook Airport,,-17.383,144.45
Small,YHRD,,,Hungerford Airport,,-28.983,144.45
Small,YLRA,LUU,,Laura Airport,,-15.55,144.45
Small,YKTA,,,Kotta Airport,,-36.18,144.525
Small,YCGO,LLG,,CHILLAGOE,3218 ft,-17.143,144.529
Small,YTRB,,,Torrumbarry Airport,,-36.067,144.533
Small,YMTB,UTB,,Muttaburra Airport,3000 ft,-22.583,144.533
Small,YAVM,,,Avonmore Airport,,-36.567,144.55
Small,YSPK,SCG,,Spring Creek Airport,,-18.633,144.567
Small,YUDA,UDA,,Undara Airport,,-18.2,144.6
Small,YISD,,,Isis Downs Airport,,-24.217,144.617
Small,YYWA,,,Yowah Airport,,-27.933,144.617
Small,YBEW,,,Beechworth Airport,,-31.917,144.633
Small,YBMM,,,Bamawm Airport,,-36.25,144.633
Small,YOTN,,,Ootann Airport,,-17.433,144.633
Small,YELM,,,Elmore Airport,,-36.49,144.647
Small,YSLE,,,St Leonards Airfield,,-38.17,144.689
Small,YMDW,,,Maitland Downs Airport,,-16.223,144.703
Small,YHTR,,,Hunter Island Airport,,-40.517,144.733
Small,YCJU,,,Conjuboy Airport,,-18.683,144.75
Medium,YECH,ECH,,ECHUCA,3615 ft,-36.157,144.762
Medium,YHAY,HXX,,HAY,4800 ft,-34.531,144.83
Small,YWDT,,,Wyandotte Airport,,-18.75,144.833
Small,YLND,,,Lakeland Airport,,-15.833,144.85
Small,YSPF,,,Springfield Airport,,-24.3,144.883
Small,YBFR,,,Balfour Airport,,-41.259,144.886
Small,YWDV,,,Wandovale Airport,,-19.667,144.9
Medium,YMEN,MEB,,MELBOURNE ESSENDON,6302 ft,-37.728,144.902
Medium,YDLQ,DNQ,,DENILIQUIN,3999 ft,-35.559,144.946
Closed,YWAN,,,Wallan Airport,,-37.433,144.988
Small,YLKD,,,Lucky Downs Airport,,-18.917,145
Small,YTCK,,,Torrens Creek Airport,,-20.783,145
Small,YEUO,,,Eulo Airport,3000 ft,-28.167,145.042
Small,YPKL,,,Puckapunyal (Military) Airport,2600 ft,-37,145.063
Small,YBNC,,,Bannockburn Airport,,-21.8,145.083
Small,YDIM,,,Dimbulah Airport,,-17.133,145.083
Medium,YSMI,SIO,,SMITHTON,5246 ft,-40.835,145.084
Small,YVLG,,,Valley of Lagoons Airport,,-18.667,145.1
Small,YWEC,,,Wellclose Airport,,-25.85,145.1
Small,YCNO,,,Conargo Airport,,-35.317,145.117
Small,YGNV,GVP,,Greenvale Airport,,-18.983,145.117
Small,YNGB,,,Nagambie Airport,,-36.738,145.125
Small,YGHG,,,Glen Harding Airport,,-18.267,145.133
Small,YMRT,,,Mount Garnet Airport,,-17.7,145.15
Small,YGUW,,,Gunnawarra Airport,,-17.95,145.167
Small,YMLK,,,Minnamoolka Airport,,-18.183,145.167
Small,YMNG,,,MANGALORE,6650 ft,-36.888,145.184
Medium,YCKN,CTN,,COOKTOWN,5338 ft,-15.445,145.184
Small,YCWS,,,Cowes Airport,,-38.508,145.213
Small,YAMC,AXC,,Aramac Airport,3000 ft,-22.967,145.242
Small,YSRN,SRN,,Strahan Airport,4000 ft,-42.155,145.292
Small,YCFL,,,Cape Flattery Airport,,-14.967,145.3
Small,YNHE,,,Newhaven Airport,,-38.533,145.317
Small,YYEA,,,Yeaburn Airport,,-37.173,145.322
Small,YBMD,,,Bloomfield River Airport,,-15.9,145.333
Small,YYAK,,,Yalkulka Airport,,-16.733,145.333
Small,YLCS,,,Locksley Field,3000 ft,-36.815,145.348
Small,YZHN,,,Zeehan Airport,,-41.883,145.35
Small,YLIL,,,Lilydale Airport,,-37.692,145.367
Medium,YSHT,SHT,,SHEPPARTON,4062 ft,-36.429,145.393
Small,YGRU,,,Glen Ruth Airport,,-18.083,145.4
Small,YHTN,,,Herberton Airport,,-17.433,145.4
Medium,YMBA,MRG,,MAREEBA,4938 ft,-17.069,145.419
Small,YCBY,,,Daintree Airport,,-16.219,145.425
Small,YTDN,,,Tooradin Airport,,-38.217,145.427
Small,YLZR,,,Lizard Island Airport,,-14.683,145.45
Small,YLZI,LZR,,LIZARD ISLAND,3038 ft,-14.667,145.45
Small,YLOD,,,Longwood Airport,,-36.808,145.457
Small,YCMK,,,Camel Creek Airport,,-18.85,145.467
Small,YHLS,,,HILLSTON,4262 ft,-33.493,145.523
Small,YQNS,UEE,,Queenstown Airport,4100 ft,-42.075,145.532
Small,YWRT,,,Waratah Airport,,-41.45,145.55
Small,YFIL,FLY,,Finley Airport,,-35.667,145.55
Small,YBYW,,,Bayswater Airport,,-25.45,145.583
Small,YTOB,,,Toomba Airport,,-19.933,145.583
Small,YTOC,TCW,,TOCUMWAL,4596 ft,-35.812,145.608
Medium,YCMU,CMA,,CUNNAMULLA,5686 ft,-28.03,145.622
Small,YWON,,,Wonthaggi Airport,,-38.472,145.623
Small,YWDS,,,Woodside Au Airport,,-35.133,145.667
Small,YTGG,,,Taggerty Airport,,-37.35,145.7
Small,YGGI,,,Goolgowi Airport,,-34,145.717
Small,YELS,,,Earlston Airport,,-36.596,145.722
Small,YJER,,,Jerilderie Airport,,-35.37,145.725
Small,YSBG,,,Strathbogie Airport,,-36.855,145.738
Small,YBUP,,,Bunyip Airport,,-38.017,145.75
Small,YLLD,,,Langlo Downs Airport,,-25.533,145.767
Small,YNMN,,,New Moon Airport,,-19.2,145.767
Small,YLOY,,,Longwarry Airport,,-38.108,145.778
Medium,YCBA,CAZ,,COBAR,4984 ft,-31.538,145.794
Small,YHLG,,,Hillgrove Airport,,-19.642,145.797
Small,YEGA,,,Engonnia Airport,,-29.317,145.833
Small,YELW,,,Eildon Weir Airport,,-37.208,145.833
Small,YBTS,,,Battery Downs Airport,,-19.433,145.85
Small,YCLY,,,Coleambally Airport,,-34.8,145.85
Small,YLEG,,,LEONGATHA,3032 ft,-38.493,145.86
Small,YBUI,,,Burnie Airport,,-41.049,145.88
Small,YRSV,,,Rosevale Resort Airport,,-27.133,145.9
Small,YTUY,,,Tully Airport,,-17.933,145.917
Medium,YBKE,BRK,,BOURKE,6004 ft,-30.039,145.952
Small,YOKE,,,Oakvale Airport,,-22.267,145.983
Small,YWYA,,,Wyandra Airport,3000 ft,-27.267,145.99
Medium,YBLA,BLN,,BENALLA,3422 ft,-36.552,146.007
Small,YIFL,IFL,,INNISFAIL,4439 ft,-17.559,146.012
Small,YYWG,,,YARRAWONGA,3750 ft,-36.029,146.029
Small,YWRE,,,Wirralie Airport,,-22.27,146.05
Small,YFCK,,,Fish Creek Airport,,-38.715,146.053
Small,YTNS,,,Toliness Airport,,-25.321,146.069
Small,YMFD,,,Mansfield Airport,,-37.067,146.117
Small,YDKI,DKI,,Dunk Island Airport,,-17.942,146.14
Small,YNDS,,,Natal Downs Airport,,-21.083,146.15
Small,YIGM,IGH,,INGHAM,5006 ft,-18.661,146.152
Small,YBHB,,,Bathurst Harbour Airport,,-43.421,146.156
Small,YJRO,,,Jericho Airport,,-23.583,146.167
Small,YDAL,,,Dallas Airport,,-34.567,146.183
Small,YDNB,,,Doongmabulla Airport,,-22.067,146.233
Small,YLSS,,,Lansdowne Airport,,-25.05,146.267
Small,YCHT,CXT,,CHARTERS TOWERS,5695 ft,-20.043,146.273
Small,YTMB,,,Tambo Airport,,-24.85,146.283
Medium,YWGT,WGT,,WANGARATTA,5381 ft,-36.416,146.307
Small,YNYM,,,Nymagee Airport,,-32.05,146.317
Small,YTDL,,,Tidal River Airport,,-39.034,146.327
Small,YLPR,,,Lake Pedder Airport,,-43.05,146.333
Small,YMLC,,,Mole Creek Airport,,-41.533,146.333
Medium,YCOR,CWW,,COROWA,5994 ft,-35.995,146.357
Small,YLCG,,,Lake Cargelligo Airport,3900 ft,-33.278,146.37
Small,YBYR,,,Byrock Airport,,-30.667,146.4
Small,YWLP,,,Wilsons Promontory Airport,,-39.131,146.425
Small,YEAT,,,Yea Airport,,-37.216,146.43
Small,YILA,,,Milawa Vineyard Airport,,-36.45,146.433
Small,YLEE,,,Leeton Airport,,-34.5,146.433
Small,YEAB,,,Euabalong Airport,,-33.117,146.45
Medium,YLTV,LTB,,LATROBE VALLEY,4692 ft,-38.207,146.47
Small,YMCS,,,Macrossan Airport,,-20.017,146.483
Small,YLHL,,,Long Hill Airport,,-41.333,146.5
Small,YPAM,PMK,,PALM ISLAND,3714 ft,-18.755,146.581
Medium,YAPH,ABH,,ALPHA,4777 ft,-23.646,146.584
Small,YAUA,,,Augathella Airport,,-25.755,146.587
Small,YHVH,,,Harvest Home Airport,,-20.683,146.65
Small,YLGL,,,Laglan Airport,,-22.5,146.667
Small,YBCH,,,Beechworth Airport,,-36.393,146.696
Small,YTWE,,,Trelawney Airport,,-22.85,146.717
Small,YYRM,,,Yarram Airport,3500 ft,-38.567,146.755
Small,,,,Snowy Range Airfield,,-37.349,146.766
Small,YMPE,,,Mount Cooper Airport,,-20.517,146.767
Small,YLVK,,,Laverak (Military) Airport,1900 ft,-19.322,146.802
Medium,YBRW,BWQ,,BREWARRINA,4547 ft,-29.974,146.817
Small,YCDV,,,Caldervale Station Airport,,-25.108,146.833
Small,YDOP,,,Donnington Airpark,,-19.612,146.84
Small,YGTO,GEE,,Georgetown (Tas) Airport,,-41.08,146.84
Small,YARL,,,Ardlethan Airport,,-34.367,146.883
Small,YPOK,,,Porepunkah Airport,,-36.718,146.89
Small,YBOT,,,Boatman Airport,,-27.25,146.917
Small,YWMG,,,Weilmoringle Airport,,-29.233,146.933
Small,YADM,,,Yandan Mine Airport,,-21.273,146.99
Small,YGVE,,,Glendevie Airport,,-43.23,147.012
Small,YBEL,,,Bothwell Airport,,-42.367,147.033
Small,YSLT,,,Sale Airport,,-38.117,147.075
Small,YBWI,,,Burdekin Falls Dam Airport,,-20.6,147.083
Small,YMVN,,,Morven Airport,,-26.4,147.1
Small,YYAC,,,Yacamunda Airport,,-21.383,147.1
Small,YLGD,,,Longdown Airport,,-41.695,147.143
Medium,YMES,SXE,,EAST SALE,7995 ft,-38.099,147.149
Small,YTOK,,,Torres Park Homestead Airport,,-25.117,147.167
Small,YNYN,NYN,,NYNGAN,5390 ft,-31.551,147.203
Small,YSFY,,,Sandfly Airport,,-42.992,147.208
Small,YCDO,CBX,,CONDOBOLIN,4501 ft,-33.064,147.209
Small,YWIE,,,Wirralie Gold Mine Airport,,-21.117,147.267
Small,YVAF,,,Valley Field Airport,,-41.81,147.292
Small,YHBK,,,Holbrook Airport,,-35.683,147.317
Small,YJCO,,,Jericho Airport,,-42.367,147.317
Small,YMCL,,,Mount Coolon Airport,3000 ft,-21.392,147.325
Small,YAYR,AYR,,AYR,4796 ft,-19.584,147.329
Small,YMIR,,,Miralwyn Airport,,-30.15,147.335
Small,YITT,,,Mitta Mitta Airport,,-36.514,147.359
Small,YTUN,,,Tunbridge Airport,,-42.1,147.367
Small,YTOT,,,Tottenham Airport,3100 ft,-32.248,147.368
Small,YFDN,,,Federation Hsd Airport,,-35.012,147.374
Small,YGDA,,,GOODOOGA,3530 ft,-29.073,147.376
Small,YBYI,,,Bruny Island Airport,,-43.234,147.38
Small,YBDP,,,Bridport Airport,,-41.017,147.417
Small,,,,Woodbury Airfield,,-42.168,147.446
Small,YCBG,,,HOBART CAMBRIDGE,3346 ft,-42.827,147.475
Small,YBLL,BLS,,Bollon Airport,3000 ft,-28.058,147.483
Medium,YTEM,TEM,,TEMORA,6454 ft,-34.421,147.512
Small,YCAE,,,Campbell Town Airport,,-41.967,147.531
Medium,YBNS,BSJ,,BAIRNSDALE,3612 ft,-37.888,147.568
Small,YOMO,,,Omeo Airport,,-37.097,147.593
Small,YTLL,,,Tullamore Airport,,-32.617,147.6
Medium,YCMT,CMQ,,CLERMONT,4301 ft,-22.773,147.621
Small,YBTT,,,Buttabone Airport,,-31.358,147.633
Small,YJEM,,,Jemalong Airport,,-32.41,147.67
Small,,,,Lake Omeo Dry Lake Ultralightport,,-36.962,147.673
Small,YBRA,,,Benambra Airport,,-36.967,147.699
Small,YWWH,,,Wentworth Airport,,-22.1,147.7
Small,YCRA,,,Carinda Airport,,-30.458,147.708
Small,YOLY,,,Oxley Station Airport,,-31.013,147.711
Medium,YWRN,QRR,,WARREN,3894 ft,-31.733,147.803
Small,YQBE,,,Quambone Royona Airport,,-30.879,147.842
Small,YKCK,,,Killiecrankie Airport,,-39.849,147.858
Small,YCSV,KCE,,Collinsville Airport,3000 ft,-20.597,147.86
Small,,,,Boobyalla Airfield,,-40.899,147.865
Medium,YCRG,CYG,,CORRYONG,4340 ft,-36.183,147.888
Small,YHRG,,,Haddon Rig Airport,,-31.469,147.895
Small,YTUA,,,Triabunna Airport,,-42.514,147.898
Small,YMIT,MTQ,,MITCHELL,4675 ft,-26.483,147.937
Small,YLAG,,,Lagoon Bay Airport,,-42.885,147.953
Small,YLKE,,,Lakes Entrance Airport,,-37.853,147.958
Small,YELG,,,Elengerah Airport,,-31.85,147.983
Medium,YLRD,LHG,,LIGHTNING RIDGE,4613 ft,-29.457,147.984
Small,YLET,,,Lakes Entrance Airport,,-37.879,147.987
Small,YFLI,FLS,,Flinders Island Airport,5600 ft,-40.092,147.993
Small,YTGI,,,Trangie Airport,,-31.967,148
Small,YGRL,,,Great Lakes Vi Airport,,-37.842,148
Small,YCBN,CBI,,Cape Barren Island Airport,,-40.392,148.017
Medium,YCTM,CMD,,COOTAMUNDRA,4682 ft,-34.624,148.028
Small,YSWA,,,Swansea Airport,,-42.102,148.068
Small,YDAR,,,Darlington Airport,,-42.573,148.069
Small,YSPI,,,Springsure Airport,,-24.128,148.075
Small,YTGV,,,The Grove Airport,,-34.686,148.104
Small,YKHA,,,Khancoban Airport,,-36.233,148.117
Medium,YWLG,WGE,,WALGETT,5335 ft,-30.033,148.126
Small,YCKD,,,Clarke Island Airport,,-40.517,148.133
Small,YEUL,,,Eulalia Airport,,-31.033,148.175
Small,YGLN,,,Glencoe Airport,,-31.617,148.2
Small,YPKH,,,Peak Hill Airport,,-32.75,148.2
Small,YBWN,ZBO,,Bowen Airport,4400 ft,-20.018,148.215
Medium,YDBI,DRN,,DIRRANBANDI,3993 ft,-28.592,148.217
Medium,YNRM,QRM,,NARROMINE,4990 ft,-32.215,148.225
Medium,YTMU,TUM,,TUMUT,3478 ft,-35.263,148.241
Medium,YYNG,NGA,,YOUNG,4003 ft,-34.256,148.248
Small,YLDB,,,Lady Barron (Flinders Is) Airport,,-40.2,148.25
Small,YFRI,,,Friendly Beaches Airport,,-42,148.259
Small,YSTH,HLS,,St Helens Airport,3500 ft,-41.337,148.282
Small,YTBG,,,Talbingo Airport,,-35.583,148.283
Medium,YDYS,DYA,,DYSART,5085 ft,-22.622,148.364
Medium,YCNM,CNB,,COONAMBLE,5010 ft,-30.983,148.376
Small,YHAE,,,Harden Airport,,-34.557,148.388
Small,YGTP,,,Greenthorpe Airport,,-33.983,148.417
Small,YHAB,,,Hideaway Bay Airport,,-20.117,148.433
Small,YCSL,,,Consuelo Airport,,-24.633,148.467
Small,YOAY,,,Oaky Creek Airport,,-23.06,148.495
Small,YBUA,,,Bundarra Airport,,-21.967,148.533
Small,YINJ,INJ,,Injune Airport,3000 ft,-25.85,148.533
Small,YKUY,,,Kurray Airport,,-28.22,148.578
Small,YCBR,CRB,,Collarenebri Airport,3900 ft,-29.522,148.582
Small,YSGE,SGO,,ST GEORGE,4987 ft,-28.05,148.595
Small,YJIN,QJD,,Jindabyne Airport,3000 ft,-36.427,148.602
Small,YORB,RBS,,Orbost Airport,3700 ft,-37.79,148.61
Small,YRLL,,,Rolleston Airport,,-24.462,148.632
Small,YGIL,,,Gilgandra Airport,3000 ft,-31.703,148.638
Medium,YCWR,CWT,,COWRA,5348 ft,-33.845,148.649
Small,YCWW,,,Canowindra Airport,,-33.543,148.663
Small,YWJS,,,Wee Jasper Airport,,-35.262,148.667
Small,YACI,,,Arcadia Airport,,-25.2,148.683
Small,YMMU,MMM,,MIDDLEMOUNT,5085 ft,-22.802,148.705
Small,YFVW,,,Fairview Airport,,-32.789,148.72
Small,YCLM,,,Collymongle Airport,,-29.453,148.743
Small,YSHR,JHQ,,Shute Harbour Airport,,-20.278,148.757
Small,YCUA,CUG,,Cudal Airport,4400 ft,-33.278,148.763
Small,YWHI,,,Whitsunday Island Airport,,-20.267,148.767
Small,YADI,,,Adaminaby Airport,,-35.998,148.796
Small,YADY,,,Adaminaby Airport,,-35.983,148.8
Medium,YBTR,BLT,,BLACKWATER,5023 ft,-23.603,148.807
Small,YPLG,,,Pilliga Airport,,-30.367,148.883
Small,YTWN,,,Tooraweenah Airport,3000 ft,-31.442,148.9
Small,YDEG,,,Delegate Airport,,-37.061,148.942
Small,YBRJ,,,Burren Junction Airport,,-30.158,148.975
Small,YRUG,,,Rugby Airport,,-34.392,148.975
Small,YWEL,,,Wellington Airport,,-32.467,148.983
Small,YASS,,,Bakblok Airport,,-34.887,149.015
Small,YYBE,,,Yarrabee Mine Airport,,-23.267,149.017
Small,YYAS,,,Yass Airport,,-34.83,149.042
Small,YMGI,,,MUNGINDI,4606 ft,-28.967,149.058
Small,YSRT,,,Surat Airport,,-27.15,149.083
Small,YBAD,,,Baradine Airport,,-30.955,149.092
Closed,YWLE,,,Williamsdale Airport,,-35.559,149.13
Small,YBUY,,,Bunyan Airfield,,-36.134,149.132
Small,YPFT,,,Cooma/Polo Flat (Unlic) Airport,,-36.23,149.15
Small,YBOM,,,Bombala Airport,,-36.917,149.167
Small,YCNR,,,Cann River Airport,,-37.517,149.167
Small,YBMO,,,Bombala Airport,,-36.905,149.182
Small,YTUG,,,Trugananni Airport,,-24.467,149.267
Medium,YCBB,COJ,,COONABARABRAN,4987 ft,-31.332,149.267
Small,YBPI,BMP,,Brampton Island Airport,,-20.803,149.27
Small,YBID,,,Binda,,-34.303,149.36
Small,YKIU,,,Kaiuroo Airport,,-23.117,149.367
Small,YWWA,WEW,,Wee Waa Airport,3000 ft,-30.258,149.408
Small,YWDR,,,Collector2 Airport,,-34.939,149.41
Small,YBCL,,,Boolcarrol Station Airport,,-30.05,149.417
Small,YCLT,,,Collector Airport,,-34.883,149.417
Small,YGAH,,,Greenbah Airport,,-30.126,149.435
Small,YCRL,,,Crookwell Airport,,-34.5,149.45
Small,YTOG,,,Togo Station Airport,,-30.082,149.532
Small,YBMI,,,Boomi Airport,,-28.733,149.583
Small,YCAH,CLH,,Coolah Airport,3500 ft,-31.773,149.61
Small,YDLC,,,Dulacca Airport,,-26.633,149.717
Small,YMCO,XMC,,Mallacoota Airport,3300 ft,-37.598,149.72
Medium,YGLB,GUL,,GOULBURN,4209 ft,-34.81,149.726
Small,YTLG,,,Taralga Grathawa Airport,,-34.289,149.782
Small,YTMS,,,Tambar Springs Airport,,-31.315,149.847
Small,YBAO,,,Braidwood Airport,,-35.45,149.85
Small,YGBO,,,Gabo Island Airport,,-37.567,149.9
Small,YTAM,XTO,,Taroom Airport,3600 ft,-25.802,149.9
Small,YPRE,,,Premer Betoota Airport,,-31.477,149.903
Small,YMEY,,,Mullaley Airport,,-31.1,149.917
Small,YGOV,,,Gabo Is aAd sSte Airport,,-37.57,149.918
Small,YLMB,,,Lambrook Airport,,-31.1,149.933
Small,YCSI,,,Cassilis Rotherw Airport,,-32.002,149.961
Small,YMOU,,,Moura Airport,3000 ft,-24.612,149.995
Small,YHOY,,,Hollins Bay Airport,,-22.267,150.033
Small,YBOG,,,Boggabri Airport,,-30.717,150.05
Small,YTDR,TDR,,Theodore Airport,3000 ft,-24.993,150.093
Small,YBIK,,,Bindook Airport,,-34.167,150.1
Small,YMLS,WLE,,Miles Airport,3000 ft,-26.808,150.175
Small,YWIS,,,WILLIAMSON,5928 ft,-22.473,150.178
Small,YBVL,,,Blackville Airport,,-31.583,150.183
Small,YBGY,,,Biniguy Airport,,-29.505,150.192
Medium,YGDH,GUH,,GUNNEDAH,5400 ft,-30.961,150.251
Small,YGDI,GOO,,GOONDIWINDI,4396 ft,-28.521,150.32
Small,YKAT,,,Katoomba Airport,3000 ft,-33.668,150.323
Small,YUPH,,,Upper Horton Wyl Airport,,-30.105,150.404
Small,YILT,,,Milton Airport,,-35.321,150.439
Small,YTAA,XTR,,Tara Airport,3000 ft,-27.157,150.477
Small,YMIG,,,Mittagong Airport,,-34.467,150.5
Small,YQDI,UIR,,QUIRINDI,3629 ft,-31.491,150.514
Small,YBZA,,,Breeza Airport,,-31.317,150.517
Small,YKEP,,,Lake Keepit Airport,,-30.891,150.526
Small,YBIA,,,Bingara Airport,,-29.8,150.533
Small,YWRL,,,Warialda Airport,,-29.533,150.533
Medium,YSNW,NOA,,NOWRA,6870 ft,-34.949,150.537
Small,YOAS,,,The Oaks Airport,,-34.084,150.559
Small,YBBA,,,Barraba Airport,,-30.383,150.6
Medium,YCCA,CCL,,CHINCHILLA,3497 ft,-26.775,150.617
Small,YWLX,,,Wallacia Airport,,-33.867,150.65
Small,YWIO,,,Wilton Airport,,-34.233,150.667
Medium,YSCN,CDU,,CAMDEN,4804 ft,-34.04,150.687
Small,YCNX,,,Cooranga Airport,,-29.067,150.767
Medium,YWOL,WOL,,WOLLONGONG,5967 ft,-34.561,150.789
Small,YWBN,,,Wedderburn Airport,,-34.187,150.805
Small,YEMP,,,Emu Park Airport,,-23.257,150.813
Small,YSCO,NSO,,SCONE,4606 ft,-32.037,150.832
Closed,YHOX,,,HOXTON PARK,3602 ft,-33.91,150.852
Small,YWBH,,,Wallabadah Airport,,-31.533,150.867
Small,YDNR,,,Dunmore Manila Airport,,-30.658,150.875
Small,YGGO,,,Goonoo Goonoo Airport,,-31.317,150.917
Small,YSHW,,,Holsworthy (Military) Airport,2200 ft,-33.995,150.952
Small,YASF,,,Ashford Airport,,-29.317,151.05
